SSN,Public,Na,Mg,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,As,Se,Br,Rb,Sr,Y,Zr,Mo,Ba,La,Ce,Pr,Nd,Sm,Hf,Ta,W,Hg,Pb,Bi,Th
icr020849,True,26211.1,5575.0,5886.4,50.6,45.7,186.6,5220.6,302.1,4.4,595.1,3.9,9.7,25.3,1971.3,0.7,1.2,2.3,2.3,1.2,0.3,881.1,0.2,13.2,21.0,2.9,55.2,184.5,954.9,31.4,2.2,0.7,1.1,0.9,14.1,0.1,0.2,0.1,0.7,0.3,0.9
icr020868,True,24594.0,5575.0,4785.3,50.6,45.7,187.0,4281.3,371.1,4.4,459.9,2.1,9.9,41.9,2116.4,0.7,8.6,2.6,3.0,1.0,0.3,886.3,0.2,8.4,22.6,2.1,19.7,184.5,1017.6,33.6,1.7,0.7,1.3,0.7,9.8,0.1,0.2,0.1,0.4,0.7,0.3
icr020869,True,23201.5,5575.0,4571.4,50.6,45.7,211.1,4688.0,167.2,4.4,487.0,2.0,9.8,23.9,1744.3,0.7,1.2,2.1,2.3,1.0,0.3,886.3,0.2,9.1,23.3,2.2,43.0,184.5,1080.8,23.9,1.6,0.7,1.3,0.8,10.7,0.1,0.2,0.2,0.4,0.5,0.3
icr020888,True,21742.0,5575.0,18052.8,50.6,45.7,126.3,15632.4,1072.0,4.4,755.5,9.6,12.8,18.4,2923.6,0.7,2.1,3.8,3.3,3.4,0.3,882.4,0.2,27.7,104.5,3.7,78.5,184.5,4173.3,86.2,1.6,0.8,1.1,0.9,14.5,0.4,0.2,0.2,8.3,0.1,0.3
icr020889,True,21990.1,5575.0,24696.7,50.6,45.7,55.4,10602.0,733.4,4.4,1372.4,20.9,25.7,11.6,6260.3,0.7,5.0,6.3,5.4,5.6,0.3,885.0,0.2,25.8,73.5,3.5,29.8,184.5,3259.4,190.3,6.3,0.5,1.1,4.0,9.3,1.0,0.2,0.2,9.9,0.1,0.7
icr020908,True,21719.4,5575.0,31639.3,50.6,45.7,65.8,32775.4,1784.5,4.4,2319.4,2.3,18.6,240.0,7245.1,0.7,3.8,6.0,8.5,6.2,0.3,885.6,1.3,71.7,161.1,9.1,318.0,184.5,6989.3,246.2,8.5,1.3,4.8,3.8,31.1,1.4,0.4,0.2,13.6,0.1,0.5
icr020909,True,20845.3,5575.0,30897.8,50.6,45.7,44.7,30645.0,805.4,4.4,2454.3,2.2,15.6,177.4,6595.1,2.6,3.2,4.4,6.6,6.0,0.3,886.9,0.6,66.6,143.0,8.3,232.2,184.5,6271.1,227.4,8.1,1.0,3.5,3.0,22.2,1.4,0.7,0.2,16.1,0.1,1.4
icr020927,True,21265.1,5575.0,10866.9,50.6,45.7,115.9,10040.1,989.4,4.4,1002.4,4.4,14.1,194.4,4790.1,0.7,2.0,6.5,4.6,1.7,0.3,885.0,0.3,25.6,55.5,3.2,29.8,184.5,2585.8,102.5,1.2,0.6,1.3,3.0,9.3,0.7,0.2,0.2,3.4,0.2,0.3
icr020928,True,20774.5,5575.0,11427.1,50.6,45.7,101.7,10490.8,618.8,4.4,1100.8,6.8,17.1,176.0,5553.5,0.7,2.0,7.3,3.8,1.9,0.3,886.3,0.2,27.0,54.3,3.6,38.2,184.5,2709.5,132.9,2.1,0.5,1.8,3.8,10.1,0.9,0.2,0.2,6.5,0.1,0.4
icr020947,True,24919.2,5575.0,15909.4,50.6,45.7,94.5,20788.5,951.4,4.4,708.1,5.9,10.6,64.8,2335.9,0.7,1.0,2.4,2.3,2.8,0.3,884.3,0.2,46.3,96.9,5.2,178.2,184.5,3812.4,55.0,1.7,0.8,0.8,0.9,25.1,0.3,0.2,0.2,10.9,0.1,0.6
icr020948,True,23483.7,5575.0,10951.3,50.6,45.7,272.9,12776.4,584.2,4.4,433.9,7.4,7.7,23.4,1840.4,0.7,0.7,2.0,1.7,1.9,0.3,883.7,0.2,27.7,61.0,2.7,39.0,184.5,2389.6,40.9,1.7,0.6,1.1,0.9,12.1,0.3,0.2,0.1,5.0,0.2,0.3
icr020970,True,18466.0,5575.0,30177.0,50.6,45.7,82.4,53526.8,1981.3,4.4,1497.6,3.0,7.6,152.8,4363.1,0.7,0.9,3.0,5.3,5.1,0.3,886.3,0.2,73.5,395.0,8.8,478.6,184.5,13281.7,149.1,1.5,2.2,2.0,1.0,43.2,0.9,0.6,0.2,16.6,0.1,0.3
icr020971,True,18892.3,5575.0,31451.6,50.6,45.7,134.6,55711.4,1199.5,4.4,1477.7,3.9,8.6,90.9,3728.3,0.7,0.9,2.2,3.2,5.1,0.3,887.6,0.2,75.9,388.7,7.0,495.0,184.5,13403.5,125.8,1.7,3.2,1.9,0.9,40.9,0.9,0.6,0.2,18.2,0.1,0.3
icr020986,True,22896.1,5575.0,18822.6,50.6,45.7,152.2,30875.8,960.9,4.4,872.3,1.9,7.1,95.6,1810.6,0.7,0.7,2.0,2.9,2.9,0.3,883.7,0.2,36.0,187.7,3.6,203.6,184.5,7846.8,44.0,1.7,1.9,1.2,1.1,23.5,0.3,0.2,0.2,9.3,0.1,0.3
icr020987,True,21138.3,5575.0,20317.5,50.6,45.7,248.2,32425.7,664.7,4.4,1029.8,1.9,5.8,105.1,2641.7,0.7,0.9,2.4,2.4,3.1,0.3,881.1,0.2,35.6,194.8,3.7,231.6,184.5,8307.3,83.0,1.4,2.1,1.4,0.9,22.7,0.5,0.3,0.2,9.4,0.1,0.3
icr021004,True,18557.7,5575.0,26194.3,50.6,45.7,84.4,34793.4,686.1,4.4,1769.6,4.2,23.7,214.5,8260.0,0.7,11.1,5.2,6.8,4.4,0.3,880.4,0.6,95.1,97.4,8.0,44.5,184.5,4863.9,221.8,6.1,1.3,1.9,5.2,9.4,1.5,1.5,0.2,15.4,0.1,0.3
icr021005,True,20481.4,5575.0,26744.4,50.6,45.7,85.1,34861.5,525.8,4.4,2086.5,5.2,31.8,196.2,10068.0,3.3,4.2,6.4,7.6,5.2,0.3,885.0,0.4,101.3,101.4,9.2,66.1,184.5,5040.8,278.2,8.0,1.6,3.9,7.3,11.6,1.9,1.8,0.2,17.4,0.1,0.6
icr021023,True,19891.4,5575.0,25446.0,50.6,45.7,74.1,12885.6,578.9,4.4,2450.9,2.2,21.0,341.2,12926.7,0.7,6.6,7.9,8.8,5.1,0.3,884.3,0.9,37.3,37.0,13.9,41.8,184.5,2475.5,427.8,29.5,0.7,1.3,9.6,8.4,2.1,0.3,0.2,12.9,0.1,4.1
icr021024,True,20905.8,5575.0,24235.3,41.9,45.7,59.7,9166.9,259.3,4.4,2212.5,5.5,23.7,230.4,14771.3,6.4,9.7,8.6,9.5,7.5,0.3,886.9,0.4,36.5,28.4,12.0,22.9,184.5,2177.3,491.0,34.5,0.7,1.3,11.4,6.1,1.8,0.5,0.2,16.0,0.1,6.1
icr021043,True,25683.3,5575.0,5929.9,50.6,45.7,111.6,4390.6,999.5,4.4,294.4,2.8,5.9,39.1,1346.3,0.7,0.5,1.7,1.7,1.0,0.3,883.7,0.2,6.0,38.9,1.8,24.7,184.5,1190.2,21.9,1.7,0.7,1.3,0.9,4.0,0.1,0.2,0.2,0.4,1.1,0.3
icr021044,True,27108.6,5100.5,5847.8,50.6,45.7,148.6,5179.4,736.5,4.4,256.2,3.3,6.6,15.9,1271.2,0.7,0.5,1.6,1.3,1.0,0.3,886.3,0.2,6.6,38.5,1.5,24.7,184.5,1338.2,20.3,1.7,0.7,1.3,0.7,4.3,0.1,0.2,0.2,0.4,0.7,0.3
icr021063,True,18289.6,5575.0,14696.7,50.6,45.7,73.6,12143.5,1046.1,4.4,1649.4,2.1,27.0,239.7,7762.3,0.7,2.6,5.8,6.0,2.1,0.3,885.0,0.9,23.6,72.5,2.4,24.7,184.5,4240.1,206.2,1.6,0.7,2.5,5.7,6.2,1.4,0.2,0.2,6.6,0.1,0.5
icr021064,True,23401.4,5575.0,12127.2,50.6,45.7,120.2,10792.5,627.0,4.4,1809.0,1.9,29.3,229.3,7443.5,0.7,2.2,5.2,4.5,1.9,0.3,883.7,0.4,21.0,54.4,2.3,23.9,184.5,3619.1,208.0,2.4,0.7,1.3,5.2,7.5,1.5,0.2,0.2,6.3,0.3,0.4
icr021083,True,22358.1,4611.6,4272.2,50.6,45.7,189.3,1463.0,323.3,4.4,506.9,11.7,8.5,14.2,1498.7,0.7,0.9,1.8,1.3,0.8,0.3,886.3,0.2,3.3,10.3,1.0,24.7,184.5,180.5,39.0,1.8,0.7,1.3,0.9,3.8,0.1,0.2,0.2,0.4,1.6,0.3
icr021084,True,24812.6,5575.0,4570.4,50.6,45.7,168.9,1523.1,253.7,4.4,570.9,12.4,10.9,11.8,1880.7,0.7,2.1,2.7,3.7,1.0,0.3,883.0,0.2,3.4,9.6,0.9,24.7,184.5,427.3,26.9,1.9,0.7,1.3,0.8,4.7,0.1,0.2,0.2,0.4,2.2,0.3
icr021103,True,24916.1,5575.0,11443.2,50.6,45.7,258.2,9514.7,1433.9,4.4,670.7,10.5,8.5,30.1,2373.8,0.7,1.0,3.0,2.2,2.3,0.3,884.3,0.2,18.2,57.7,3.6,24.7,184.5,1865.7,59.3,3.6,0.7,1.7,0.7,8.2,0.3,0.2,0.1,2.1,0.9,0.6
icr021104,True,24988.2,5575.0,8923.2,50.6,45.7,229.5,6838.9,884.3,4.4,568.4,10.3,8.1,13.2,2213.4,0.7,1.6,2.8,2.3,2.1,0.3,883.0,0.2,12.6,41.1,3.0,24.7,184.5,1397.2,49.6,3.2,0.7,1.6,0.9,6.5,0.3,0.2,0.2,2.6,0.1,0.7
icr021123,True,25856.5,5575.0,8428.3,50.6,45.7,115.6,7629.0,1274.8,4.4,408.9,5.8,12.9,117.2,2813.3,0.7,1.5,3.1,4.1,1.3,0.3,885.0,0.2,13.6,56.9,2.0,24.7,184.5,2159.4,71.0,4.0,0.6,1.9,1.3,3.7,0.3,0.2,0.2,1.2,0.9,0.5
icr021124,True,26092.4,5575.0,9023.9,50.6,45.7,100.2,8467.2,1181.9,4.4,471.2,7.9,13.2,94.5,3133.6,1.4,1.7,3.1,3.9,1.3,0.3,882.4,0.2,15.1,63.1,2.2,24.7,184.5,2358.7,78.8,4.7,0.7,1.7,1.7,5.2,0.4,0.2,0.2,1.6,1.3,0.3
icr021141,True,21958.2,4974.4,7789.5,49.7,45.7,154.6,5428.5,1269.3,4.4,473.9,5.9,22.4,247.1,2984.8,1.3,2.6,3.6,4.5,1.2,0.3,885.6,0.2,13.5,43.4,3.0,25.6,184.5,1946.5,73.7,3.9,0.7,1.8,1.1,7.8,0.4,0.2,0.2,0.7,0.7,0.3
icr021142,True,21946.0,5575.0,7136.6,54.8,45.7,111.7,4953.7,937.1,4.4,439.2,6.4,22.2,227.6,2855.2,1.2,3.0,3.2,3.3,1.1,0.3,885.6,0.2,12.8,37.8,2.0,24.7,184.5,1752.0,66.2,4.1,0.5,2.1,1.4,6.4,0.2,0.2,0.2,0.7,0.6,0.3
icr024868,True,21608.1,5575.0,20874.6,50.6,45.7,91.2,30655.9,1241.6,4.4,1123.6,11.3,32.4,97.8,4447.3,0.7,7.6,3.4,7.4,5.6,0.3,883.7,0.2,80.2,75.1,5.1,24.7,184.5,2186.3,348.8,80.8,1.9,18.5,0.7,6.9,1.0,0.4,0.2,34.0,0.1,23.7
icr024869,True,20743.3,5575.0,24887.6,50.6,45.7,124.9,29777.1,930.7,4.4,1051.3,3.4,35.3,94.5,4934.5,0.7,8.5,3.8,7.5,5.7,0.3,886.3,0.2,71.0,69.3,6.9,24.7,184.5,3247.2,365.1,75.9,1.1,25.0,1.9,6.3,0.7,0.4,0.2,36.0,0.1,26.8
icr024879,True,20989.0,5575.0,21221.1,50.6,45.7,151.6,16609.9,1846.7,4.4,1634.2,6.5,71.4,193.2,9212.0,0.7,14.3,8.2,9.9,4.5,0.3,885.0,0.2,48.9,46.2,5.5,21.1,184.5,3273.4,272.5,9.2,0.6,5.3,5.7,8.6,1.2,0.3,0.2,8.1,0.1,6.6
icr024880,True,18672.2,5575.0,27784.1,50.6,45.7,65.7,15196.2,1629.8,4.4,1678.0,12.7,100.8,161.6,13018.5,4.9,19.9,11.1,12.7,5.8,0.3,880.4,0.6,56.0,40.5,4.5,23.9,184.5,3102.0,373.2,4.9,0.7,1.6,10.6,3.9,1.3,0.6,0.2,7.6,0.1,3.8
icr024899,True,19826.0,5575.0,20908.8,50.6,45.7,37.1,26365.9,1270.8,4.4,813.8,1.2,9.5,137.8,3561.1,0.7,2.3,2.4,6.1,4.8,0.3,881.1,0.2,60.5,80.4,4.6,24.7,184.5,4443.2,119.5,2.4,1.1,3.5,1.6,4.6,0.5,0.3,0.2,16.5,0.1,3.5
icr024900,True,19949.0,5575.0,21448.3,50.6,45.7,42.6,26548.8,1051.6,4.4,837.7,1.2,10.1,123.3,3508.0,0.7,2.4,2.1,6.2,5.0,0.3,882.4,0.2,63.1,78.8,5.0,24.7,184.5,4496.5,125.1,4.3,1.1,3.3,1.7,5.8,0.5,0.2,0.2,16.9,0.1,4.2
icr024917,True,19893.2,5868.1,28699.9,50.6,45.7,239.0,27691.6,3998.9,4.4,423.9,3.7,11.1,50.6,2638.5,0.7,1.8,2.0,3.6,5.3,0.3,883.7,0.2,58.4,131.3,4.0,24.7,184.5,5216.4,67.4,1.7,0.9,1.6,0.7,3.3,0.3,0.2,0.2,16.7,0.1,2.7
icr024918,True,25585.4,5575.0,57204.4,50.6,45.7,357.9,49080.0,6265.3,4.4,629.1,5.5,13.2,40.2,3838.8,0.7,1.5,3.7,4.4,8.3,0.3,885.6,0.2,91.7,203.5,4.5,24.7,184.5,8753.3,65.6,1.7,1.2,1.2,0.9,3.0,0.2,0.2,0.2,31.6,0.1,1.9
icr024937,True,21787.2,5575.0,12581.9,50.6,45.7,126.8,11797.6,1673.0,4.4,570.8,2.8,19.0,86.1,2496.4,0.7,3.4,2.7,4.7,2.9,0.3,884.3,0.2,26.8,46.1,3.1,24.7,184.5,1912.1,93.2,11.1,0.5,3.1,0.9,2.5,0.1,0.2,0.2,8.4,0.7,4.8
icr024938,True,21007.8,5575.0,12317.9,50.6,45.7,186.4,11663.6,1468.0,4.4,576.2,3.8,20.5,66.4,2603.8,0.7,3.4,2.7,4.4,2.9,0.3,885.0,0.2,26.4,43.4,3.6,24.7,184.5,1882.7,103.1,12.4,0.5,4.9,1.0,2.5,0.2,0.2,0.2,9.1,0.5,5.6
icr024956,True,20314.2,5575.0,26493.0,50.6,45.7,109.7,26168.5,1810.2,4.4,932.5,2.9,26.4,167.9,5745.1,0.7,6.1,4.8,8.4,5.9,0.3,880.4,0.2,62.6,84.2,3.8,24.7,184.5,4573.0,167.6,4.3,1.1,1.6,4.0,5.7,0.9,0.4,0.2,14.2,0.1,4.1
icr024957,True,19418.3,5575.0,32010.3,50.6,45.7,103.2,25459.2,1254.2,4.4,1012.8,4.1,35.9,141.2,8398.5,0.7,9.5,6.4,10.9,7.3,0.3,887.6,0.2,68.0,78.7,5.2,24.7,184.5,4470.9,208.2,6.1,1.3,1.2,6.5,4.1,1.1,0.7,0.2,15.7,0.1,5.0
icr024976,True,19734.7,5575.0,9753.3,50.6,45.7,180.9,7645.6,624.2,4.4,901.9,1.9,15.1,90.7,2924.1,0.7,2.9,3.5,4.6,2.1,0.3,882.4,0.2,21.7,25.9,6.2,24.7,184.5,1390.7,94.8,13.5,0.5,5.7,0.7,3.2,0.2,0.2,0.2,8.7,1.1,4.5
icr024977,True,21302.8,5575.0,9525.4,50.6,45.7,117.6,7043.0,335.9,4.4,770.9,1.4,14.7,62.1,2846.2,0.7,3.0,3.5,4.8,2.1,0.3,881.7,0.2,20.5,20.5,5.0,24.7,184.5,1223.6,84.7,13.1,0.7,3.0,0.9,2.3,0.2,0.2,0.2,7.7,1.4,4.0
icr024994,True,19302.4,5575.0,27278.9,50.6,45.7,32.3,27536.9,1239.1,4.4,1065.3,2.5,32.1,153.5,6003.3,0.7,7.4,3.7,8.5,5.7,0.3,881.7,0.2,78.5,35.0,54.7,24.7,184.5,3369.8,375.2,74.8,1.9,25.7,2.8,6.1,0.2,1.2,0.2,27.0,0.1,19.9
icr024995,True,18079.9,5575.0,35996.7,50.6,45.7,49.5,28764.1,825.0,4.4,1268.1,3.3,32.7,122.0,8567.4,0.7,10.5,5.6,10.4,7.8,0.3,883.7,0.2,89.8,32.8,27.9,24.7,184.5,3308.8,340.6,50.3,1.8,16.8,4.8,4.6,0.9,1.4,0.2,27.4,0.1,28.8
icr025009,True,23014.6,5575.0,21122.7,50.6,45.7,276.4,20244.7,1639.7,4.4,931.3,6.5,16.1,113.7,4347.9,0.7,3.3,4.0,7.4,4.5,0.3,881.7,0.2,44.1,75.7,2.2,24.7,184.5,3718.8,101.7,2.2,0.9,1.1,2.1,2.7,0.7,0.2,0.2,12.8,0.1,2.1
icr025010,True,22366.9,5575.0,20166.1,50.6,45.7,118.8,21115.1,1953.4,4.4,875.6,5.3,14.8,114.6,3718.5,0.7,2.9,3.2,5.4,4.5,0.3,879.1,0.2,46.4,85.1,2.1,24.7,184.5,3900.5,100.2,1.7,1.0,1.2,1.3,2.5,0.7,0.2,0.2,11.8,0.1,0.9
icr025016,True,24791.2,5575.0,11338.2,50.6,45.7,75.7,3750.8,684.2,4.4,516.6,4.1,14.8,35.3,3352.2,0.7,8.2,4.2,4.7,2.4,0.3,883.7,0.3,16.1,12.7,31.8,24.7,184.5,730.5,69.0,6.1,0.7,2.0,0.9,1.8,0.1,0.3,0.2,5.7,0.1,2.3
icr025017,True,21367.2,4720.1,13003.7,50.6,45.7,60.4,3394.8,398.3,4.4,579.9,4.2,18.6,19.8,3974.6,0.7,7.6,4.7,5.6,3.0,2.2,886.3,0.5,16.6,9.4,4.4,24.7,184.5,721.6,97.5,6.6,0.7,2.1,2.3,0.9,0.3,0.2,0.1,0.4,0.8,2.6
icr025036,True,23140.6,5575.0,17607.7,50.6,45.7,127.3,22668.8,910.4,4.4,842.7,1.7,16.1,158.9,2737.3,0.7,3.5,3.5,6.3,3.8,0.3,886.9,0.2,56.5,41.0,8.0,24.7,184.5,2532.6,90.7,5.2,0.7,2.4,0.9,2.9,0.1,0.2,0.2,14.6,0.1,1.5
icr025037,True,22203.0,5575.0,16868.9,50.6,45.7,116.0,21434.5,611.9,4.4,852.8,2.1,15.8,133.3,2581.3,0.7,3.7,3.0,5.4,3.4,0.3,879.8,0.2,53.3,35.5,8.2,24.7,184.5,2354.0,96.6,10.7,0.7,3.1,1.3,2.7,0.2,0.3,0.2,14.1,0.1,3.1
icr025055,True,21180.6,5575.0,17963.1,50.6,45.7,249.6,25866.4,595.2,4.4,1294.3,1.4,9.8,148.0,2892.7,0.7,1.6,2.8,6.7,3.5,0.3,886.3,0.2,70.9,27.3,10.3,24.7,184.5,2443.5,198.1,34.3,0.8,11.4,1.4,5.9,0.5,0.4,0.2,18.7,0.1,9.2
icr025056,True,21408.4,5575.0,18717.6,50.6,45.7,203.2,25738.6,330.3,4.4,1432.7,1.5,10.5,117.6,3336.9,0.7,1.9,1.9,6.3,3.7,0.3,881.1,0.2,72.1,25.2,14.4,24.7,184.5,2487.3,217.8,39.5,0.9,12.4,0.9,6.4,0.5,0.3,0.2,20.1,0.1,11.3
icr025074,True,21726.2,5575.0,21346.1,50.6,45.7,68.0,26786.1,1644.9,4.4,1214.9,17.6,47.1,250.5,6544.8,0.7,8.7,6.0,6.9,5.5,0.3,883.7,0.2,66.4,64.6,3.4,24.7,184.5,3085.8,209.4,17.7,0.7,7.0,1.7,3.4,1.1,0.7,0.2,13.5,0.1,5.5
icr025075,True,22535.1,5575.0,28425.4,50.6,45.7,125.8,25137.2,971.9,4.4,1377.2,14.0,74.9,214.8,10427.5,6.8,13.7,8.6,9.3,6.7,0.3,886.9,0.3,66.6,54.0,3.8,24.7,184.5,3995.9,263.7,8.3,0.8,2.6,7.6,3.2,1.4,1.1,0.2,14.3,0.1,9.6
icr025092,True,21799.0,5575.0,21078.7,50.6,45.7,111.3,26000.1,1284.0,4.4,923.3,5.1,20.5,97.7,3101.8,1.6,3.4,2.3,5.6,4.2,0.3,886.3,0.2,47.1,84.2,4.7,24.7,184.5,5098.7,101.0,5.6,1.3,3.3,1.0,5.9,0.6,0.2,0.2,8.0,0.1,2.3
icr025093,True,23571.7,5575.0,22299.3,50.6,45.7,104.0,25248.1,1128.0,4.4,1037.3,5.9,24.7,88.3,3894.8,1.7,4.5,2.3,6.4,4.7,0.3,884.3,0.2,50.5,83.7,4.9,24.7,184.5,4973.5,113.2,5.5,0.7,3.3,1.2,6.0,0.6,0.2,0.2,8.6,0.1,2.1
icr025111,True,22499.7,5575.0,20480.5,50.6,45.7,146.6,20120.2,2574.9,4.4,978.4,5.9,16.9,100.6,3703.2,1.4,2.5,3.7,7.1,4.4,0.3,884.3,0.2,36.4,82.9,7.1,24.7,184.5,4128.4,131.5,9.2,0.8,5.4,1.6,6.9,0.4,0.2,0.2,8.3,0.1,7.8
icr025112,True,23283.6,5575.0,21132.1,50.6,45.7,135.5,17106.5,1900.9,4.4,989.2,5.6,15.9,77.7,4624.2,0.7,3.3,3.1,7.8,4.8,0.3,884.3,0.2,34.6,71.8,6.3,24.7,184.5,3333.6,148.7,9.5,0.8,4.0,2.3,5.6,0.8,0.2,0.2,5.0,0.2,3.3
icr025135,True,19942.7,5575.0,32893.3,50.6,45.7,61.1,50827.0,1654.1,4.4,371.7,3.8,8.2,140.6,2330.8,0.7,2.2,1.9,5.4,6.9,0.3,887.6,0.2,152.2,39.4,7.3,24.7,184.5,3465.5,68.7,5.4,2.2,1.5,1.0,1.3,0.3,0.5,0.2,28.3,0.1,2.1
icr025136,True,22934.9,5575.0,36986.5,50.6,45.7,103.6,55989.9,1948.2,4.4,420.3,3.7,10.5,135.7,2657.0,0.7,2.6,1.7,5.6,7.7,0.3,883.0,0.2,170.9,46.2,7.1,24.7,184.5,3918.1,74.3,6.4,2.6,2.1,0.8,1.5,0.5,0.7,0.2,33.1,0.1,3.0
icr005928,True,22638.6,5575.0,34709.4,50.6,45.7,103.6,11885.6,17843.5,4.4,1567.1,24.7,56.3,252.8,15597.1,0.7,14.6,7.1,17.5,10.8,0.3,883.0,0.2,25.8,310.2,5.4,24.7,184.5,1921.4,457.6,37.0,0.7,7.9,9.7,1.1,2.5,0.2,1.1,9.5,0.1,5.7
icr005929,True,22411.2,5575.0,38855.1,50.6,45.7,138.9,13316.1,16704.9,4.4,1872.0,27.1,63.1,266.1,18705.9,0.7,19.5,9.5,21.0,12.7,0.3,881.1,0.2,32.9,303.3,5.2,24.7,184.5,2635.1,561.8,43.7,0.9,12.0,12.2,0.8,2.6,0.2,1.3,3.3,0.1,7.1
icr005946,True,21141.1,5575.0,43473.0,50.6,45.7,104.5,11334.0,17793.3,4.4,2179.3,21.2,36.8,224.8,17134.9,0.7,12.8,7.2,23.1,14.6,0.3,886.3,0.2,15.4,552.7,3.7,24.7,184.5,3091.7,568.8,50.2,1.0,10.3,11.0,2.5,2.3,0.2,1.2,9.6,0.1,5.3
icr005947,True,21005.2,5575.0,40518.6,50.6,45.7,117.6,10694.1,15577.2,4.4,1754.5,16.6,26.1,161.3,13341.0,0.7,9.6,5.3,19.6,12.7,0.3,880.4,0.2,13.4,496.3,2.7,24.7,184.5,2997.4,458.2,41.2,1.0,8.9,7.6,1.1,2.4,0.2,0.8,9.6,0.1,3.2
