Cluster,Country,Cultivated,Depth,Gid,Latitude,Longitude,Plot,Region,SSN,Sampling date,Scientist,Site,Soil material
,Tanzania,,,,-8.302590656704039,35.59307558098613,,,TaSAG_SUB-Ntw5iPfX,,,,
,Tanzania,,,,-8.618283605362285,34.36685964397514,,,TanSAG_TOP-e3S1bsBT9,,,,
,Tanzania,,,,-9.46416348,34.69362097,,,TanSAG_SUB-v0mf6Rno2,,,,
,Tanzania,,,,-5.14933743,34.67641845,,,TaSAG_TOP-y9M96Epq,,,,
,Tanzania,,,,-5.14935877,34.67632553,,,TaSAG_TOP-y9M96Epq,,,,
,Tanzania,,,,-8.22401392,31.83958656,,,TanSAG_SUB-hKlzJ8zjV,,,,
,Tanzania,,,,-9.366428535797226,33.67526979491842,,,TanSAG_SUB-NielXQxPf,,,,
,Tanzania,,,,-8.53094454,34.80226537,,,TaSAG_SUB-o8Ph5OwT,,,,
,Tanzania,,,,-8.61429129,34.4531695,,,TanSAG_TOP-EiSnc1lze,,,,
,Tanzania,,,,-9.08398981,35.00430161,,,TanSAG_SUB-V3d5CU6bd,,,,
,Tanzania,,,,-6.74545217,37.70103365,,,TaSAG_SUB-mtQ6jFGZ,,,,
,Tanzania,,,,-5.56671139,30.34465354,,,TanSAG_SUB-HvwVqVLhl,,,,
,Tanzania,,,,-9.40837450667568,33.74790365882312,,,TanSAG_SUB-nRFQWvlrH,,,,
,Tanzania,,,,-8.39271031,35.4030414,,,TaSAG_SUB-OaMuAJoA,,,,
,Tanzania,,,,-8.74073471409949,33.89319267519891,,,TanSAG_TOP-EMc2ziVL7,,,,
,Tanzania,,,,-9.48558654,35.12306629999999,,,TanSAG_SUB-v3RGlQih3,,,,
,Tanzania,,,,-5.11231103,34.67656336,,,TaSAG_TOP-YF3smci8,,,,
,Tanzania,,,,-7.3360930999999985,31.4022024,,,TanSAG_SUB-Hw1D7fqvy,,,,
,Tanzania,,,,-9.149726945169249,33.50905859008272,,,TanSAG_SUB-O31MiVLGM,,,,
,Tanzania,,,,-8.42342749,35.41836011,,,TaSAG_SUB-olaVYRWC,,,,
,Tanzania,,,,-8.66043733,34.33487443,,,TanSAG_TOP-EPr5M15oJ,,,,
,Tanzania,,,,-8.8468005,34.90269628,,,TanSAG_SUB-V5CxGggxh,,,,
,Tanzania,,,,-5.1811545355648,34.62814048854749,,,TaSAG_TOP-YIPXjhF1,,,,
,Tanzania,,,,-7.28930352,31.43766391,,,TanSAG_SUB-hY0xSJUTz,,,,
,Tanzania,,,,-9.214512980467386,33.74702569517365,,,TanSAG_SUB-OC5ySsv2h,,,,
,Tanzania,,,,-8.47447364,34.96918261,,,TaSAG_SUB-omtdrh3g,,,,
,Tanzania,,,,-8.68944188,34.35209689,,,TanSAG_TOP-eTyq2v5Uw,,,,
,Tanzania,,,,-9.57620498,34.9597469,,,TanSAG_SUB-vA2uN6Fi6,,,,
,Tanzania,,,,-6.88301611,37.82640921,,,TaSAG_SUB-nc0lwj8v,,,,
,Tanzania,,,,-5.58268851,30.333915,,,TanSAG_SUB-HzrYKxRoH,,,,
,Tanzania,,,,-9.197860444695328,33.70387091222274,,,TanSAG_SUB-P5zsqASiM,,,,
,Tanzania,,,,-8.55268676,35.1605553,,,TaSAG_SUB-OS81P0UE,,,,
,Tanzania,,,,-8.6580213,34.37502305,,,TanSAG_TOP-evVf0PJ9d,,,,
,Tanzania,,,,-5.294274743754663,34.74231713326066,,,TaSAG_TOP-YNUnum1o,,,,
,Tanzania,,,,-6.17406363,31.18351063,,,TanSAG_SUB-I2HNxNYkQ,,,,
,Tanzania,,,,-9.10410421002412,33.482187809957054,,,TanSAG_SUB-pDrQHqpDJ,,,,
,Tanzania,,,,-8.54922781,35.44513157,,,TaSAG_SUB-PcBIIba2,,,,
,Tanzania,,,,-8.67257945,34.379017600000005,,,TanSAG_TOP-f7f3CEqGB,,,,
,Tanzania,,,,-9.17136023,34.96557294,,,TanSAG_SUB-vBskwqPHH,,,,
,Tanzania,,,,-5.166065448383393,34.620910430834016,,,TaSAG_TOP-Yu2h9UVu,,,,
,Tanzania,,,,-6.83025367,32.08857971,,,TanSAG_SUB-igVFtxXPr,,,,
,Tanzania,,,,-8.366783999999999,32.39534954,,,TanSAG_SUB-PSdvLkMIP,,,,
,Tanzania,,,,-8.52516571,35.46673294,,,TaSAG_SUB-PG9n1mHl,,,,
,Tanzania,,,,-8.62965959568136,34.30793471685197,,,TanSAG_TOP-FQ0GRcTXX,,,,
,Tanzania,,,,-8.8431683,34.89807012,,,TanSAG_SUB-vEMrZHhk2,,,,
,Tanzania,,,,-5.05071417,34.67111682,,,TaSAG_TOP-z584ks7z,,,,
,Tanzania,,,,-5.56299121,30.3445399,,,TanSAG_SUB-in28vmVdp,,,,
,Tanzania,,,,-9.361759217281724,33.73239966801467,,,TanSAG_SUB-pxoCpW2K3,,,,
,Tanzania,,,,-8.3748322,35.40274957,,,TaSAG_SUB-PLKMkEXh,,,,
,Tanzania,,,,-8.721636137655954,33.89280897265629,,,TanSAG_TOP-fRHLs0D8D,,,,
,Tanzania,,,,-9.28832883,34.90621659,,,TanSAG_SUB-VHmtpEWhT,,,,
,Tanzania,,,,-6.70909018,37.66391512,,,TaSAG_SUB-O92FoQ0v,,,,
,Tanzania,,,,-7.1760733,31.01632625,,,TanSAG_SUB-InkCE7SxK,,,,
,Tanzania,,,,-9.22143262416022,33.70256267438881,,,TanSAG_SUB-Q0eZs2oLG,,,,
,Tanzania,,,,-8.6222083,35.18578512,,,TaSAG_SUB-pn73IN0M,,,,
,Tanzania,,,,-8.59702159,34.43638976,,,TanSAG_TOP-FZdvHVsDH,,,,
,Tanzania,,,,-9.32032549,34.85496244,,,TanSAG_SUB-VkZFlFADX,,,,
,Tanzania,,,,-5.145367904159749,34.60694101447645,,,TaSAG_TOP-zFMKeYmI,,,,
,Tanzania,,,,-7.11209747,31.32021849,,,TanSAG_SUB-ipMLFfMPH,,,,
,Tanzania,,,,-9.145229996573304,33.51892021817381,,,TanSAG_SUB-qbVycPJin,,,,
,Tanzania,,,,-8.48695844,34.94139217,,,TaSAG_SUB-PNBWZ5cq,,,,
,Tanzania,,,,-8.66529547,34.37704255,,,TanSAG_TOP-g4jT1N01t,,,,
,Tanzania,,,,-9.50004507,34.52833182,,,TanSAG_SUB-VlcfWGSpq,,,,
,Tanzania,,,,-8.86840778,36.31339144,,,TaSAG_SUB-p2AT7G1z,,,,
,Tanzania,,,,-6.21861698,31.21648985,,,TanSAG_SUB-iUIOV7l6m,,,,
,Tanzania,,,,-9.387177522867624,33.67016257492293,,,TanSAG_SUB-qgZWFXgmG,,,,
,Tanzania,,,,-8.49364622,35.44452879,,,TaSAG_SUB-q1QwKTT8,,,,
,Tanzania,,,,-8.777087199975975,33.93216601538527,,,TanSAG_TOP-g4ydD9WrR,,,,
,Tanzania,,,,-9.49715985,34.76090297,,,TanSAG_SUB-vMStZ1CCS,,,,
,Tanzania,,,,-5.218723753187259,34.69149969531503,,,TaSAG_TOP-zFYqCKZL,,,,
,Tanzania,,,,-7.33228837,31.37136503,,,TanSAG_SUB-JLyUqy6Gy,,,,
,Tanzania,,,,-9.146471665027397,33.56346353588807,,,TanSAG_SUB-qoiakrcEg,,,,
,Tanzania,,,,-8.56615536,35.56937142,,,TaSAG_SUB-Q4jsVI2N,,,,
,Tanzania,,,,-8.69698515,34.33705648,,,TanSAG_TOP-gQQe3DSzX,,,,
,Tanzania,,,,-9.54855841,34.98548239,,,TanSAG_SUB-VOax8oyoT,,,,
,Tanzania,,,,-5.2275876596855015,34.65057206774273,,,TaSAG_TOP-ZP9mPmZA,,,,
,Tanzania,,,,-7.67087528,31.06802422,,,TanSAG_SUB-jQYftyuRZ,,,,
,Tanzania,,,,-9.113659171348301,33.501019563677076,,,TanSAG_SUB-reqJsQ3Rj,,,,
,Tanzania,,,,-8.371390361170203,34.94864162539153,,,TaSAG_SUB-QKht21Mq,,,,
,Tanzania,,,,-8.731814532832011,33.9019736323607,,,TanSAG_TOP-gUbgzGqMy,,,,
,Tanzania,,,,-9.32172196,34.06601092,,,TanSAG_SUB-VpWWgYUSj,,,,
,Tanzania,,,,-8.84529601,36.34554077,,,TaSAG_SUB-Pb59Oy7I,,,,
,Tanzania,,,,-6.20825612,31.21018975,,,TanSAG_SUB-JTN8fHhJ9,,,,
,Tanzania,,,,-9.365652297185099,33.67894911202427,,,TanSAG_SUB-RhS7IczYn,,,,
,Tanzania,,,,-8.54742678,35.45058935,,,TaSAG_SUB-QKK3SNNd,,,,
,Tanzania,,,,-8.59453946,34.46718970000001,,,TanSAG_TOP-hirVHPlyI,,,,
,Tanzania,,,,-9.61935848,35.17300001,,,TanSAG_SUB-vRzZX2ihT,,,,
,Tanzania,,,,-5.220433714870572,34.73412346071941,,,TaSAG_TOP-ZWNRABtb,,,,
,Tanzania,,,,-5.60657784,30.50200102,,,TanSAG_SUB-jVap1UNIg,,,,
,Tanzania,,,,-9.08759412217515,33.55939021350549,,,TanSAG_SUB-RUf9CATWJ,,,,
,Tanzania,,,,-8.225575152695303,35.00531110175914,,,TaSAG_SUB-Ql2pHpqU,,,,
,Tanzania,,,,-8.59899212,34.46364462,,,TanSAG_TOP-HnOelDZIt,,,,
,Tanzania,,,,-8.81535,34.88719762,,,TanSAG_SUB-Vs2r6adlV,,,,
,Tanzania,,,,-4.96856978,34.3515066,,,TaSAG_TOP-zYA83yBs,,,,
,Tanzania,,,,-7.34044083,31.37239328,,,TanSAG_SUB-KCedf7hBt,,,,
,Tanzania,,,,-9.383288490340094,33.68923156421401,,,TanSAG_SUB-RW2qN0O3l,,,,
,Tanzania,,,,-8.40267417,35.40276623,,,TaSAG_SUB-QP2ERfRM,,,,
,Tanzania,,,,-8.61470151,34.42324853,,,TanSAG_TOP-hqMul6VqZ,,,,
,Tanzania,,,,-9.53308422,35.08075065,,,TanSAG_SUB-VSFgofcmw,,,,
,Tanzania,,,,-5.1588495474679785,34.62438962982014,,,TaSAG_TOP-ZYOP4dHQ,,,,
,Tanzania,,,,-7.20392468,31.02463781,,,TanSAG_SUB-KF8HxF7Ye,,,,
,Tanzania,,,,-9.144528869381514,33.54247113148864,,,TanSAG_SUB-S2RygytbZ,,,,
,Tanzania,,,,-8.47609713,35.04918209,,,TaSAG_SUB-qu1GulzS,,,,
,Tanzania,,,,-8.739826201786435,33.89222801088326,,,TanSAG_TOP-HuaWQZUgK,,,,
,Tanzania,,,,-9.32130661,34.85563504,,,TanSAG_SUB-VtO8zlemR,,,,
,Tanzania,,,,-6.87672056,37.8805195,,,TaSAG_SUB-POdeBLdw,,,,
,Tanzania,,,,-6.82982738,32.07790313,,,TanSAG_SUB-kKsAht1eb,,,,
,Tanzania,,,,-9.212521351111347,33.664382952631065,,,TanSAG_SUB-TebH0uGhi,,,,
,Tanzania,,,,-8.49942164,35.05774348,,,TaSAG_SUB-R6NQGXYb,,,,
,Tanzania,,,,-8.600899735818004,34.33827538246057,,,TanSAG_TOP-i66qNTrvr,,,,
,Tanzania,,,,-9.53549135,34.67669133,,,TanSAG_SUB-vU0bYAW4I,,,,
,Tanzania,,,,-6.88367408,37.88249038,,,TaSAG_SUB-PoHF5SzG,,,,
,Tanzania,,,,-6.21049034,31.20738145,,,TanSAG_SUB-KM74zRW8D,,,,
,Tanzania,,,,-9.194259409469108,33.70191341990593,,,TanSAG_SUB-tKOqoCAzU,,,,
,Tanzania,,,,-8.44381402,34.98306933,,,TaSAG_SUB-R8CSaocd,,,,
,Tanzania,,,,-9.59893136,34.67444941,,,TanSAG_TOP-j5SK7bI1e,,,,
,Tanzania,,,,-9.48722702,34.75798824,,,TanSAG_SUB-wdafKGkRa,,,,
,Tanzania,,,,-7.070736408846983,37.81103515738929,,,TaSAG_SUB-qEAMWExH,,,,
,Tanzania,,,,-8.27094416,31.82280063,,,TanSAG_SUB-ktO6E3U0e,,,,
,Tanzania,,,,-9.207285421468779,33.718322136263666,,,TanSAG_SUB-tY6aDqOpn,,,,
,Tanzania,,,,-8.55941335,35.10950692,,,TaSAG_SUB-rFBmEzaj,,,,
,Tanzania,,,,-8.61365826605346,34.35220818100049,,,TanSAG_TOP-jfx0Khi86,,,,
,Tanzania,,,,-9.55441179,34.97468787,,,TanSAG_SUB-wdcD2G1Qz,,,,
,Tanzania,,,,-7.243310420791397,37.80667913565416,,,TaSAG_SUB-qP0ZE7s2,,,,
,Tanzania,,,,-7.63601128,31.01660813,,,TanSAG_SUB-Kvrudo9xf,,,,
,Tanzania,,,,-9.199688121797001,33.6938534171711,,,TanSAG_SUB-u7r8KUS0b,,,,
,Tanzania,,,,-8.4200405,35.42199583,,,TaSAG_SUB-RLDiiPEU,,,,
,Tanzania,,,,-8.657146800000001,34.37688141,,,TanSAG_TOP-jHlwiWkFz,,,,
,Tanzania,,,,-9.5913629,35.19109945,,,TanSAG_SUB-Wh0eLqFck,,,,
,Tanzania,,,,-8.83526867,36.34442374,,,TaSAG_SUB-QT4CEnLx,,,,
,Tanzania,,,,-6.38889429,31.00071108,,,TanSAG_SUB-l5jrFUW8e,,,,
,Tanzania,,,,-9.245731275364776,33.6822270341884,,,TanSAG_SUB-uCxfF18qq,,,,
,Tanzania,,,,-8.59388217,35.12854216,,,TaSAG_SUB-rNX6uekN,,,,
,Tanzania,,,,-8.613398224049627,34.315936190618785,,,TanSAG_TOP-JJMfrFwjC,,,,
,Tanzania,,,,-9.54754738,35.01905633,,,TanSAG_SUB-WIbMlzbBU,,,,
,Tanzania,,,,-6.76742956,37.89516024,,,TaSAG_SUB-qXK3har2,,,,
,Tanzania,,,,-6.2086434,31.20643747,,,TanSAG_SUB-lHkQFRXiv,,,,
,Tanzania,,,,-9.358014520734141,33.70503222120361,,,TanSAG_SUB-uNYmEPPca,,,,
,Tanzania,,,,-8.49259645,34.98606925,,,TaSAG_SUB-RpGsWX5Q,,,,
,Tanzania,,,,-8.67073237,34.37628967,,,TanSAG_TOP-JyOR8sltJ,,,,
,Tanzania,,,,-8.85734528,34.86276545,,,TanSAG_SUB-WliZmvajB,,,,
,Tanzania,,,,-7.095547819146452,37.7732120021518,,,TaSAG_SUB-rPE7t8TV,,,,
,Tanzania,,,,-6.35308221,31.04997463,,,TanSAG_SUB-lL1IE6NCW,,,,
,Tanzania,,,,-9.105225633731916,33.47521813631207,,,TanSAG_SUB-UxQUh6aVt,,,,
,Tanzania,,,,-8.58372549,35.4577174,,,TaSAG_SUB-Ry1hyy0v,,,,
,Tanzania,,,,-8.599020067599593,34.333605498439994,,,TanSAG_TOP-JYV01cVVy,,,,
,Tanzania,,,,-9.04054682,33.841008200000005,,,TanSAG_SUB-WMkAzkwEy,,,,
,Tanzania,,,,-8.78466378,36.19527346,,,TaSAG_SUB-RrDHYwpY,,,,
,Tanzania,,,,-8.24092229,31.83021225,,,TanSAG_SUB-LUlxKSoo3,,,,
,Tanzania,,,,-9.190083215882346,33.721948605748736,,,TanSAG_SUB-UYmrWbB0p,,,,
,Tanzania,,,,-8.233728079998826,35.0000692722027,,,TaSAG_SUB-saELWotd,,,,
,Tanzania,,,,-8.594884213633737,34.38361570338271,,,TanSAG_TOP-k9ULU3Lsv,,,,
,Tanzania,,,,-9.45132835,34.56749054,,,TanSAG_SUB-WVDllwrv1,,,,
,Tanzania,,,,-6.854247320576532,38.199796585354406,,,TaSAG_SUB-s0YEx9W6,,,,
,Tanzania,,,,-6.854247320576532,38.199796585354406,,,TaSAG_SUB-s0YEx9W6,,,,
,Tanzania,,,,-7.11379777,31.3065901,,,TanSAG_SUB-Lz2E2rlZm,,,,
,Tanzania,,,,-9.35909365310174,33.70223624876487,,,TanSAG_SUB-UYYkBPC7N,,,,
,Tanzania,,,,-8.51440877,34.75280711,,,TaSAG_SUB-SlGA4h8N,,,,
,Tanzania,,,,-8.769643132890891,33.897542741613535,,,TanSAG_TOP-kkiTCSVii,,,,
,Tanzania,,,,-9.59099587,34.98969537,,,TanSAG_SUB-XA99kPeSt,,,,
,Tanzania,,,,-7.17186193,31.03717693,,,TanSAG_SUB-lzokzhL6S,,,,
,Tanzania,,,,-9.144598289715017,33.54427710848135,,,TanSAG_SUB-VcwueR46S,,,,
,Tanzania,,,,-8.53066741,35.46447197,,,TaSAG_SUB-SMPEj7Zh,,,,
,Tanzania,,,,-8.72423932,34.27113056,,,TanSAG_TOP-KOPOd2Hxx,,,,
,Tanzania,,,,-9.47749566,34.68159692,,,TanSAG_SUB-xi5qJC1BX,,,,
,Tanzania,,,,-6.9110914,37.83223442,,,TaSAG_SUB-TiP8yZol,,,,
,Tanzania,,,,-8.27912537,31.82248699,,,TanSAG_SUB-m5XATcGg9,,,,
,Tanzania,,,,-9.199934204852363,33.73301996654315,,,TanSAG_SUB-VmplR7hV9,,,,
,Tanzania,,,,-8.52009497,34.91755391,,,TaSAG_SUB-Stu4e053,,,,
,Tanzania,,,,-9.49601001,34.71187928,,,TanSAG_TOP-kXhKD3ENn,,,,
,Tanzania,,,,-9.49087901,34.70591458,,,TanSAG_SUB-XkMJau8sZ,,,,
,Tanzania,,,,-6.92557504,37.86914731,,,TaSAG_SUB-TjvjAzbm,,,,
,Tanzania,,,,-6.92557504,37.86914731,,,TaSAG_SUB-TjvjAzbm,,,,
,Tanzania,,,,-7.93115643,31.16330906,,,TanSAG_SUB-mjvfRl5mS,,,,
,Tanzania,,,,-9.351813635992553,33.72114372609177,,,TanSAG_SUB-VnqxszR2W,,,,
,Tanzania,,,,-8.52061511,35.12040208,,,TaSAG_SUB-T0FCZpDm,,,,
,Tanzania,,,,-8.777040865808313,33.935143966008376,,,TanSAG_TOP-l1EnMbuYp,,,,
,Tanzania,,,,-9.3231399,34.91662791,,,TanSAG_SUB-xWsUiVp04,,,,
,Tanzania,,,,-6.23171562,31.13533827,,,TanSAG_SUB-MjYlwrCe7,,,,
,Tanzania,,,,-9.238407160377957,33.70600468394155,,,TanSAG_SUB-vr4fGOFA6,,,,
,Tanzania,,,,-8.378682977795291,34.95300061166831,,,TaSAG_SUB-TAc7AbXJ,,,,
,Tanzania,,,,-8.64237973,34.32465684,,,TanSAG_TOP-lUQ9OlLe5,,,,
,Tanzania,,,,-9.58426644,34.81340176,,,TanSAG_SUB-Y3omfgQiy,,,,
,Tanzania,,,,-8.78025781,36.19047618,,,TaSAG_SUB-tTFjdTZf,,,,
,Tanzania,,,,-6.21079747,31.06342656,,,TanSAG_SUB-Mmk8BWgFe,,,,
,Tanzania,,,,-9.138851643967048,33.562768578394014,,,TanSAG_SUB-w0rEycpQ4,,,,
,Tanzania,,,,-8.212564457602006,34.92932913592847,,,TaSAG_SUB-tHc3Nmbk,,,,
,Tanzania,,,,-8.73867736,34.27324383,,,TanSAG_TOP-MIY91tQFp,,,,
,Tanzania,,,,-9.47860603,35.05817716,,,TanSAG_SUB-Y7pSaUv8b,,,,
,Tanzania,,,,-8.77389398,36.19320842,,,TaSAG_SUB-tW1hKMcj,,,,
,Tanzania,,,,-6.21906519,31.13230695,,,TanSAG_SUB-MsOeq43ep,,,,
,Tanzania,,,,-9.118258528196241,33.53914306778995,,,TanSAG_SUB-WVi2rIwDQ,,,,
,Tanzania,,,,-8.52683981,35.10889966,,,TaSAG_SUB-TJXE7xHl,,,,
,Tanzania,,,,-8.614743552110516,34.378524297335794,,,TanSAG_TOP-n2Fa1ofgD,,,,
,Tanzania,,,,-9.6153213,34.5905644,,,TanSAG_SUB-yASJl8KCG,,,,
,Tanzania,,,,-6.83041799,37.83573071,,,TaSAG_SUB-uOo265fW,,,,
,Tanzania,,,,-8.22496306,31.83868078,,,TanSAG_SUB-N0xwgvFbS,,,,
,Tanzania,,,,-9.384118266844752,33.68277208560367,,,TanSAG_SUB-xROvRA6u2,,,,
,Tanzania,,,,-8.53431501,35.46605505,,,TaSAG_SUB-tomFGKuE,,,,
,Tanzania,,,,-8.70372978,34.34643943,,,TanSAG_TOP-nxNc3jJZ7,,,,
,Tanzania,,,,-9.31731883,34.92209048,,,TanSAG_SUB-yQaXCNWpO,,,,
,Tanzania,,,,-6.77576895,37.9257609,,,TaSAG_SUB-UopecvN7,,,,
,Tanzania,,,,-7.18472527,31.04708104,,,TanSAG_SUB-N5XhVCr1Y,,,,
,Tanzania,,,,-9.219757638405492,33.725257485439684,,,TanSAG_SUB-xY2LEygbR,,,,
,Tanzania,,,,-8.51977869,34.7664376,,,TaSAG_SUB-Tpc8PA2I,,,,
,Tanzania,,,,-8.63251798,34.32501965,,,TanSAG_TOP-okx6avktt,,,,
,Tanzania,,,,-9.28815351,34.87384361,,,TanSAG_SUB-YYbBjBJgJ,,,,
,Tanzania,,,,-8.74205591,36.28088056,,,TaSAG_SUB-UVaRXkDh,,,,
,Tanzania,,,,-5.54569946,30.33634633,,,TanSAG_SUB-N46RoXjbh,,,,
,Tanzania,,,,-9.353546747876834,33.72576339727427,,,TanSAG_SUB-YQUAB5yp4,,,,
,Tanzania,,,,-8.4703015,35.03000358,,,TaSAG_SUB-U6foNgY3,,,,
,Tanzania,,,,-8.608165725898408,34.34307379698123,,,TanSAG_TOP-OqnhAzrvd,,,,
,Tanzania,,,,-9.29299692,34.91582154,,,TanSAG_SUB-z8JzHrAyx,,,,
,Tanzania,,,,-8.80155816,36.17979224,,,TaSAG_SUB-W2vhDlX9,,,,
,Tanzania,,,,-7.19074722,31.05830784,,,TanSAG_SUB-nlpqNZ6mS,,,,
,Tanzania,,,,-9.223877657006213,33.69911032124191,,,TanSAG_SUB-Z8b1FjdkL,,,,
,Tanzania,,,,-8.55248848,35.39149742,,,TaSAG_SUB-U7F7RAsh,,,,
,Tanzania,,,,-8.7056887,34.33706751,,,TanSAG_TOP-oQPBAk9IF,,,,
,Tanzania,,,,-9.51690134,35.06976809,,,TanSAG_SUB-z9fJL0yph,,,,
,Tanzania,,,,-7.268856302786753,37.77080166493655,,,TaSAG_SUB-WuuZBVqG,,,,
,Tanzania,,,,-6.18965572,31.21105875,,,TanSAG_SUB-NWX9sX9sa,,,,
,Tanzania,,,,-9.085692659780806,33.545790347802445,,,TanSAG_SUB-zF2sDBHCM,,,,
,Tanzania,,,,-8.49197495,35.42173743,,,TaSAG_SUB-UcuB0v94,,,,
,Tanzania,,,,-8.59452687,34.46358585,,,TanSAG_TOP-pqYtx0mQV,,,,
,Tanzania,,,,-9.17759731,35.10919174,,,TanSAG_SUB-Z36glDkel,,,,
,Tanzania,,,,-6.70756409,37.68751495,,,TaSAG_SUB-Y05sv28l,,,,
,Tanzania,,,,-5.58188443,30.33303109,,,TanSAG_SUB-NXABEWNEx,,,,
,Tanzania,,,,-9.144553532173164,33.5442388239482,,,TanSAG_TOP-0hNpibdvk,,,,
,Tanzania,,,,-8.60030952,35.14509114,,,TaSAG_SUB-Ued8gb6B,,,,
,Tanzania,,,,-8.63877928,34.32493251,,,TanSAG_TOP-QbiMODArb,,,,
,Tanzania,,,,-9.52516362,34.75772086,,,TanSAG_SUB-zaWGjVRO7,,,,
,Tanzania,,,,-6.88547026,37.83013709,,,TaSAG_SUB-YhbHLpYg,,,,
,Tanzania,,,,-6.44499421,31.125275,,,TanSAG_SUB-O0pmT390q,,,,
,Tanzania,,,,-9.389655263352397,33.67171153182569,,,TanSAG_TOP-0YDQic2tH,,,,
,Tanzania,,,,-8.57968983,35.46072752,,,TaSAG_SUB-UfUu7B9L,,,,
,Tanzania,,,,-8.597228042811025,34.328223565858536,,,TanSAG_TOP-QegEvIETO,,,,
,Tanzania,,,,-9.30989564,34.86294981,,,TanSAG_SUB-ZE5TH4HF5,,,,
,Tanzania,,,,-6.89971107,37.85163161,,,TaSAG_SUB-yjrL09ci,,,,
,Tanzania,,,,-7.91396343,31.1612213,,,TanSAG_SUB-o3oRRmHRY,,,,
,Tanzania,,,,-9.075965382747194,33.52924064031085,,,TanSAG_TOP-0ysQItljf,,,,
,Tanzania,,,,-8.350105035523214,35.55978086070899,,,TaSAG_SUB-UlQcd3IH,,,,
,Tanzania,,,,-8.627148264817004,34.347068936458776,,,TanSAG_TOP-QnGJT7p38,,,,
,Tanzania,,,,-9.53207571,34.69246854,,,TanSAG_SUB-zG3tgotsL,,,,
,Tanzania,,,,-7.057812964026284,37.777419118916114,,,TaSAG_SUB-zdpIHvS7,,,,
,Tanzania,,,,-7.16069085,31.00715485,,,TanSAG_SUB-oIZVBOP9U,,,,
,Tanzania,,,,-9.114707070297424,33.54465291407382,,,TanSAG_TOP-1QkTbIb6J,,,,
,Tanzania,,,,-8.31426846933262,35.59246091863758,,,TaSAG_SUB-uQkfWOH2,,,,
,Tanzania,,,,-8.46715155,34.84837843,,,TanSAG_TOP-rSQsBqYPU,,,,
,Tanzania,,,,-9.27955837,34.06961751,,,TanSAG_SUB-ZGyCL2Y00,,,,
,Tanzania,,,,-7.2270510915631405,37.74618503639071,,,TaSAG_SUB-zv1VvEUs,,,,
,Tanzania,,,,-7.62897196,31.17439414,,,TanSAG_SUB-oNPnTPZ5O,,,,
,Tanzania,,,,-9.196144837456474,33.695180324207925,,,TanSAG_TOP-1SVLuQwEb,,,,
,Tanzania,,,,-8.41486271,35.38346151,,,TaSAG_SUB-uVhCnmRW,,,,
,Tanzania,,,,-8.754334678670006,33.90356073389717,,,TanSAG_TOP-sM7Aj4o9K,,,,
,Tanzania,,,,-9.58564493,34.82216064,,,TanSAG_SUB-ZIieTOwaY,,,,
,Tanzania,,,,-6.90807037,37.86835123,,,TaSAG_TOP-0dYrN8Qd,,,,
,Tanzania,,,,-6.76341016,32.01013369,,,TanSAG_SUB-oU3BKEGoZ,,,,
,Tanzania,,,,-9.370478058769258,33.6797807169711,,,TanSAG_TOP-3S0BDwBSa,,,,
,Tanzania,,,,-8.376316896077974,34.98166086241237,,,TaSAG_SUB-V008Kdmo,,,,
,Tanzania,,,,-8.65077568,34.35406961,,,TanSAG_TOP-SMdpYc2A0,,,,
,Tanzania,,,,-6.87604478,37.81935272,,,TaSAG_TOP-0tNoClie,,,,
,Tanzania,,,,-7.632067699999999,31.12961841,,,TanSAG_SUB-OuRWqdr9X,,,,
,Tanzania,,,,-9.246658961997786,33.6835733653032,,,TanSAG_TOP-4egTLMeVN,,,,
,Tanzania,,,,-8.332360301602506,35.63540173300193,,,TaSAG_SUB-vC3MFGL2,,,,
,Tanzania,,,,-9.51139964,34.57295957,,,TanSAG_TOP-sOzfyLo4j,,,,
,Tanzania,,,,-9.48430239,35.05475334,,,TanSAG_SUB-zqFTDd48C,,,,
,Tanzania,,,,-4.607111398746103,34.30526137776644,,,TanSAG_SUB-6BN48clvQ,,,,
,Tanzania,,,,-7.17799411,31.06008119,,,TanSAG_SUB-OWU41Amll,,,,
,Tanzania,,,,-9.153317049570088,33.51092269525012,,,TanSAG_TOP-4kyAOGthn,,,,
,Tanzania,,,,-8.58358293,35.45149683,,,TaSAG_SUB-veOhXHmT,,,,
,Tanzania,,,,-8.719014509604795,33.89095489461749,,,TanSAG_TOP-SUg7REad9,,,,
,Tanzania,,,,-9.08850788,34.99614615,,,TanSAG_SUB-ZtGKcOr5C,,,,
,Tanzania,,,,-6.83043543,37.8356876,,,TaSAG_TOP-3fgCyFso,,,,
,Tanzania,,,,-6.79652789,32.085815600000004,,,TanSAG_SUB-p5AXFX9cE,,,,
,Tanzania,,,,-9.147050025436993,33.51161403608435,,,TanSAG_TOP-5TXliCtf1,,,,
,Tanzania,,,,-8.60113965,35.14148212,,,TaSAG_SUB-VEtwuZfr,,,,
,Tanzania,,,,-8.72147314,34.26916001,,,TanSAG_TOP-sV40iBkUQ,,,,
,Tanzania,,,,-9.54164571,34.98183826,,,TanSAG_TOP-0aERxpv37,,,,
,Tanzania,,,,-4.58179900471351,34.297694808441456,,,TanSAG_SUB-FhseZoWV0,,,,
